,job_title,company,location,salary,summary,link
0,Data Scientist,RISIRISA,"New York, NY",,"As a member of RISIRISA Team, you will be joining an interdisciplinary group of scientists, mathematicians, designers, and engineers that work with commercial,…",https://indeed.com//rc/clk?jk=de0885f57b2e2f59&fccid=570de3d15b9bbb97&vjs=3
1,"Data Scientist, Analytics & Inference",Codecademy,"New York, NY",,"Codecademy has helped over 45 million people from around the world upgrade their careers with engaging, accessible, and flexible education on programming and…",https://indeed.com//rc/clk?jk=a13ad4c173756424&fccid=b9d4e9eceb3ff4c0&vjs=3
2,Data Scientist,RiVi Consulting Group,"New York, NY",,"Experience in relevant areas of computer science, including data engineering, applied machine learning, deep learning, NLP or related disciplines.",https://indeed.com//rc/clk?jk=4549c789057aa8f0&fccid=c6740ca0f8a588b9&vjs=3
3,Data Scientist,Booz Allen Hamilton,"New York, NY 10036",,"Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by IoT, machine-learning, and…",https://indeed.com//rc/clk?jk=ae2392e7551b74c7&fccid=4e041af1d0af1bc8&vjs=3
4,Data Scientist,Tradeweb Markets LLC,"New York, NY 10036",,Responsible for helping build quantitative data models for Credit products. Develop data tools to help optimize large data sets for internal and client use.,https://indeed.com//rc/clk?jk=f600c7d83c14e3e5&fccid=368c8a280b1e8cde&vjs=3
5,"Data Science Summer 2020 Internships – New York, NY",NBCUniversal,"New York, NY",,"Unlike a traditional internship, the Data Science Practica embeds future Data Scientists and Data Engineers in ongoing projects within NBCUniversal.",https://indeed.com//rc/clk?jk=9919d4700f217000&fccid=35d653c09c2712b6&vjs=3
6,"Data Scientist, Forecasting",Spotify,"New York, NY 10011 (Chelsea area)",,We seek an exceptional Data Scientist to join our Forecasting team in New York. This individual will contribute to the development of cutting-edge models to…,https://indeed.com//rc/clk?jk=41922d3ad138c2db&fccid=fe404d18bb9eef1e&vjs=3
7,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",,We have a client that is looking for a data scientist to add to its team. This position is for a Fortune 50 company that is based in Philadelphia.,https://indeed.com//rc/clk?jk=f3196a8bc16ce8ee&fccid=fd3bad61fc50422e&vjs=3
8,Data Scientist,National Debt Relief,"New York, NY 10004 (Financial District area)",,"National Debt Relief (NDR) is currently seeking an inquisitive, highly motivated, and creative Data Scientist who is passionate about helping customers get out…",https://indeed.com//rc/clk?jk=bfdbc9e51b1e2f04&fccid=27ddc4a519a697f9&vjs=3
9,Data Scientist 2,Oracle,"New York, NY 10022 (Midtown area)",,"We help brands and media companies push the envelope on privacy-friendly models of advertising, help them make sound product decisions that involve running…",https://indeed.com//rc/clk?jk=e68945c8eb6d19e7&fccid=cd22d01053af7669&vjs=3
10,Data Scientist,Butterfly Network,"New York, NY",,We are looking for a highly motivated and experienced data scientist to drive data-driven strategy and product decisions. 3 + years of data science experience.,https://indeed.com//rc/clk?jk=b41ba70677cff1cd&fccid=f34adc12ba09e47f&vjs=3
11,Associate Data Scientist,Macmillan,"New York, NY 10010 (Gramercy area)",,"Macmillan Publishers is a global trade book publishing company with prominent imprints around the world, publishing a broad range of award-winning books for…",https://indeed.com//rc/clk?jk=1149a06bae6bd6da&fccid=87e18851e462d3fe&vjs=3
12,Data Scientist,Gallup,"New York, NY",,Are you committed to using your research talents to provide global organizations with critical advice for their growing needs using advanced analytics?,https://indeed.com//rc/clk?jk=3d33b4ef1063650f&fccid=e198e2c44e180800&vjs=3
13,Data Scientist,Dow Jones,"New York, NY 10176 (Murray Hill area)",,"By selecting “Apply” above, you indicate you have read and acknowledge the Dow Jones Applicant Privacy Notice and Dow Jones Cookie Policy , including data…",https://indeed.com//rc/clk?jk=67aa3eb52f02d7a1&fccid=d2621f51dde471d3&vjs=3
14,"Product Analyst, Data Science",Google,"New York, NY 10011 (Chelsea area)",,By applying to this position your application is automatically submitted to the following locations: BA/BS degree or equivalent practical experience.,https://indeed.com//rc/clk?jk=4429d084fd5204b9&fccid=a5b4499d9e91a5c6&vjs=3
15,Data Scientist / ML Engineer,pulseData,"New York, NY",,"It is a momentous time for value-based kidney care, and we are excited to be a part of much needed change. Out of every 5 dollars of Medicare expense, 1 dollar…",https://indeed.com//rc/clk?jk=37cb61085d63f472&fccid=2c23f29fcd5c78da&vjs=3
16,Data Scientist,Revlon,"New York, NY",,Revlon has developed a long-standing reputation as a color authority and beauty trendsetter in the world of color cosmetics and hair care.,https://indeed.com//rc/clk?jk=d7c3d446ede6e5d8&fccid=576ff5b1dc003593&vjs=3
17,Data Scientist,Custoria,"New York, NY 10018 (Clinton area)",,Data science is the core around which Custora is built. The central value proposition of our product is that we provide e-commerce businesses the ability to:,https://indeed.com//rc/clk?jk=eda212cb22e76cab&fccid=88e63964e5344963&vjs=3
18,"Associate, Data Science",Pfizer,"New York, NY 10017 (Midtown area)",,The Pfizer Data Science Team in StratCO Business Analytics (BA) is now looking for talented individuals destined to usher in the next era of healthcare.,https://indeed.com//rc/clk?jk=15f50e45f4fb47e9&fccid=5e118f74384e090a&vjs=3
19,"Data Scientist, Risk",Square,"New York, NY 10032 (Washington Heights area)",,"As a Senior Data Scientist at Square working on Risk, you will lead projects that derive value from our unique, rich, and rapidly growing data.",https://indeed.com//rc/clk?jk=d199830c24cac148&fccid=09abad886b83c501&vjs=3
20,Data Scientist,Source Enterprises,"New York, NY",,"Source Systems is now inviting the brightest, creative and passionate minds to become a part of our Data Scientist Internship Program.",https://indeed.com//rc/clk?jk=1636faa0308fd08f&fccid=1577085fc2290983&vjs=3
21,Associate Data Scientist SNKRS,Nike,"New York, NY 10011 (Chelsea area)",,"Become a Part of the NIKE, Inc.Does more than outfit the world’s best athletes.It is a place to explore potential, obliterate boundaries and push out the…",https://indeed.com//rc/clk?jk=a404da0bd71fb292&fccid=2c62e4de04b8f952&vjs=3
22,Data Scientist - 64411BR,AETNA,"New York, NY 10016 (Gramercy area)",,"Participates in the development, validation and delivery of algorithms, statistical models and reporting tools.Benefit eligibility may vary by position.",https://indeed.com//rc/clk?jk=be2fa43e2e2572ba&fccid=7077d7e88049c02a&vjs=3
23,Data Scientist,RISIRISA,"New York, NY",,"As a member of RISIRISA Team, you will be joining an interdisciplinary group of scientists, mathematicians, designers, and engineers that work with commercial,…",https://indeed.com//rc/clk?jk=de0885f57b2e2f59&fccid=570de3d15b9bbb97&vjs=3
24,"Data Scientist, Marketplace – all levels",Spotify,"New York, NY 10011 (Chelsea area)",,"Marketplace is the home for Spotify’s music industry products, such as Spotify for Artists, Spotify Label Analytics and Spotify Publisher Analytics.",https://indeed.com//rc/clk?jk=24b76f7b35e13949&fccid=fe404d18bb9eef1e&vjs=3
25,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",,We have a client that is looking for a data scientist to add to its team.This position is for a Fortune 50 company that is based in Philadelphia.,https://indeed.com//rc/clk?jk=f3196a8bc16ce8ee&fccid=fd3bad61fc50422e&vjs=3
26,"Data Scientist, Analytics, Intern",Facebook,"New York, NY 10017 (Midtown area)",,"Facebook's mission is to give people the power to build community and bring the world closer together.Through our family of apps and services, we're building a…",https://indeed.com//rc/clk?jk=1eb7e96ae99c871d&fccid=1639254ea84748b5&vjs=3
27,"Data Scientist, Analytics (University Grad)",Facebook,"New York, NY 10017 (Midtown area)",,"Facebook's mission is to give people the power to build community and bring the world closer together.Through our family of apps and services, we're building a…",https://indeed.com//rc/clk?jk=3afa4b5a60bab58f&fccid=1639254ea84748b5&vjs=3
28,Data Scientist,SILICON CONSULTING SERVICES,"New York, NY",,"New York, New york (Downtown area),USA.Required Skills :- Spark with Scala or Java.Secondary Skills ( Nice to Have) :- Python, R, TensorFlow, scikit-learn,…",https://indeed.com//rc/clk?jk=b6aa644cee22b4d3&fccid=1bdf40c12f498b39&vjs=3
29,CCB - Quantitative Modeler / Data Scientist - Associate,JP Morgan Chase,"New York, NY 10001 (Chelsea area)",,"JPM) is a leading global financial services firm with assets of $2.6 trillion and operations worldwide.The firm is a leader in investment banking, financial…",https://indeed.com//rc/clk?jk=9c09f0937d7aaa7e&fccid=c46d0116f6e69eae&vjs=3
30,Data Scientist,RISIRISA,"New York, NY",,"As a member of RISIRISA Team, you will be joining an interdisciplinary group of scientists, mathematicians, designers, and engineers that work with commercial,…",https://indeed.com//rc/clk?jk=de0885f57b2e2f59&fccid=570de3d15b9bbb97&vjs=3
31,Data Scientist,National Debt Relief,"New York, NY 10004 (Financial District area)",,"National Debt Relief (NDR) is currently seeking an inquisitive, highly motivated, and creative Data Scientist who is passionate about helping customers get out…",https://indeed.com//rc/clk?jk=bfdbc9e51b1e2f04&fccid=27ddc4a519a697f9&vjs=3
32,"Data Scientist, Analytics & Inference",Codecademy,"New York, NY",,"Codecademy has helped over 45 million people from around the world upgrade their careers with engaging, accessible, and flexible education on programming and…",https://indeed.com//rc/clk?jk=a13ad4c173756424&fccid=b9d4e9eceb3ff4c0&vjs=3
33,Data Scientist,Booz Allen Hamilton,"New York, NY 10036",,"Are you excited at the prospect of unlocking the secrets held by a data set?Are you fascinated by the possibilities presented by IoT, machine-learning, and…",https://indeed.com//rc/clk?jk=ae2392e7551b74c7&fccid=4e041af1d0af1bc8&vjs=3
34,Data Scientist 2,Oracle,"New York, NY 10022 (Midtown area)",,"We help brands and media companies push the envelope on privacy-friendly models of advertising, help them make sound product decisions that involve running…",https://indeed.com//rc/clk?jk=e68945c8eb6d19e7&fccid=cd22d01053af7669&vjs=3
35,Data Scientist,RiVi Consulting Group,"New York, NY",,"Experience in relevant areas of computer science, including data engineering, applied machine learning, deep learning, NLP or related disciplines.",https://indeed.com//rc/clk?jk=4549c789057aa8f0&fccid=c6740ca0f8a588b9&vjs=3
36,Data Scientist,Tradeweb Markets LLC,"New York, NY 10036",,Responsible for helping build quantitative data models for Credit products.Develop data tools to help optimize large data sets for internal and client use.,https://indeed.com//rc/clk?jk=f600c7d83c14e3e5&fccid=368c8a280b1e8cde&vjs=3
37,"Data Scientist, Forecasting",Spotify,"New York, NY 10011 (Chelsea area)",,We seek an exceptional Data Scientist to join our Forecasting team in New York.This individual will contribute to the development of cutting-edge models to…,https://indeed.com//rc/clk?jk=41922d3ad138c2db&fccid=fe404d18bb9eef1e&vjs=3
38,Data Scientist,Dow Jones,"New York, NY 10176 (Murray Hill area)",,"By selecting “Apply” above, you indicate you have read and acknowledge the Dow Jones Applicant Privacy Notice and Dow Jones Cookie Policy , including data…",https://indeed.com//rc/clk?jk=67aa3eb52f02d7a1&fccid=d2621f51dde471d3&vjs=3
39,"Data Science Summer 2020 Internships – New York, NY",NBCUniversal,"New York, NY",,"Unlike a traditional internship, the Data Science Practica embeds future Data Scientists and Data Engineers in ongoing projects within NBCUniversal.",https://indeed.com//rc/clk?jk=9919d4700f217000&fccid=35d653c09c2712b6&vjs=3
40,Data Scientist (Jr. to Sr. Level),Piper Companies,"Portland, OR 97214 (Buckman area)",,"Piper Companies is currently looking for Data Scientist for a position based in Portland, OR. Please note- there are positions at various levels available*.",https://indeed.com//rc/clk?jk=b9ffe6261d1df59e&fccid=fc68da685e8aa986&vjs=3
41,Data Scientist,WorkBoard,"Portland, OR",,"Every company has strategic priorities and urgency to achieve them, but very few have a cohesive, data driven approach to aligning, measuring and driving those…",https://indeed.com//rc/clk?jk=6e333b27d92cb37e&fccid=a331385a899e3dc9&vjs=3
42,Data Scientist,,"Portland, OR",,"Vevo is the world’s largest all-premium music video provider, offering artists a global platform with enormous scale through its distribution partners.",https://indeed.com//rc/clk?jk=0021439b0806288c&fccid=dd616958bd9ddc12&vjs=3
43,RET DESIGN DATA SCIENTIST,Intel,"Hillsboro, OR 97124",,Intel invites you to join the team that develops and implements Resolution Enhancement Techniques that assist the successful pattern transfer from mask to wafer…,https://indeed.com//rc/clk?jk=cc8a1511178d0d01&fccid=f1374be6a45f4b8a&vjs=3
44,Senior Investigations Data Analyst,Nike,"Beaverton, OR",,"Become a Part of the NIKE, Inc. Does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the…",https://indeed.com//rc/clk?jk=97ab24d04625df1b&fccid=2c62e4de04b8f952&vjs=3
45,Data Scientist,Columbia Sportswear Company,"Portland, OR 97222 (Milwaukie Business-Industry area)",,Columbia Sportswear Company is seeking a Data Scientist to join its Analytics Center of Excellence. The Analytics CoE is responsible for driving the culture of…,https://indeed.com//rc/clk?jk=abc35721f0a28ed5&fccid=e87d9cecd33775c9&vjs=3
46,Data Scientist 6,U.S. Bank,"Portland, OR",,"Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest bank in the United States, we’re one of the country…",https://indeed.com//rc/clk?jk=f4b44bef52e85ed6&fccid=ae5bfc395c530fbc&vjs=3
47,Data Scientist,Prokarma Inc.,"Portland, OR",,"ProKarma is currently seeking a Data Scientist to join our team as a full-time employee in Portland, OR! Interview key project stakeholders, document findings…",https://indeed.com//rc/clk?jk=ef2bb074d0d320ac&fccid=4488f5457f519808&vjs=3
48,"Senior Data Scientist, Nike Training Club",Nike,"Beaverton, OR",,"Become a Part of the NIKE, Inc. Does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the…",https://indeed.com//rc/clk?jk=d1ac3df80ef5c6c5&fccid=2c62e4de04b8f952&vjs=3
49,Data Science Graduate Internship,Nike,"Beaverton, OR",,"Become a Part of the NIKE, Inc. Does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the…",https://indeed.com//rc/clk?jk=0a1748836ea179c1&fccid=2c62e4de04b8f952&vjs=3
50,Data Scientist,Prokarma Inc.,"Portland, OR",,"Or Master’s Degree in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline preferred.",https://indeed.com//rc/clk?jk=ef2bb074d0d320ac&fccid=4488f5457f519808&vjs=3
51,"Sr. Data Scientist, Personalization",Nike,"Portland, OR 97218 (Cully area)",,"A candidate should be experienced in state of the art statistical modeling or machine learning algorithms, but also be able to think in terms of the compute…",https://indeed.com//rc/clk?jk=d37a5a99484e7e5b&fccid=2c62e4de04b8f952&vjs=3
52,"Senior Data Scientist, Nike Training Club",Nike,"Beaverton, OR",,Core mathematical ability to understand and apply superb machine learning algorithms and/or statistical modeling in a programming language like R or Python to…,https://indeed.com//rc/clk?jk=d1ac3df80ef5c6c5&fccid=2c62e4de04b8f952&vjs=3
53,Senior Data Analyst,Kongregate,"Portland, OR",,As a Senior Data Analyst your mission is to work closely with product leaders across our different programs to provide actionable insights that will help them…,https://indeed.com//rc/clk?jk=8ce1b2667c643245&fccid=4afc115df6b0f70b&vjs=3
54,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",,"You will work with, coach, mentor and inspire a leadership team of data scientists, data engineers, and platform engineering professionals, monitoring…",https://indeed.com//rc/clk?jk=717aafbc0e563f46&fccid=2c62e4de04b8f952&vjs=3
55,Data Scientist - AWS Training & Certification Product Development,"Amazon Web Services, Inc.","Portland, OR",,"We are looking for an experienced Data Scientist with excellent analytical abilities, outstanding business acumen and judgment, intense curiosity, strong…",https://indeed.com//rc/clk?jk=d8582a67eb0f37c5&fccid=fe2d21eef233e94a&vjs=3
56,Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Portland, OR",,"PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.).This is a customer facing role.",https://indeed.com//rc/clk?jk=30c3c61ed9303335&fccid=fe2d21eef233e94a&vjs=3
57,Senior Data Analyst,New Relic,"Portland, OR",,"In addition to the production of regular reporting and ad hoc analyses, this role will have a seat at the data strategy table collaborating with other…",https://indeed.com//rc/clk?jk=4d7ab7b9a6f772ad&fccid=ade8cd847c0482cd&vjs=3
58,Actuarial Internship,Cambia Health,"Portland, OR",,"Within that context, the Actuarial Intern performs technical, analytical and support functions to help the division and the company meet its goals.",https://indeed.com//rc/clk?jk=2e2e9185495ed934&fccid=10b1f58e33d8d2a8&vjs=3
59,Sr IT Data Analyst,Health Share of Oregon,"Portland, OR 97201 (Homestead area)",,"Minimum five years’ relevant professional experience, including hands-on business intelligence and data analytics experience, as well as data work from clinical…",https://indeed.com//rc/clk?jk=2a461036348be807&fccid=f776cf08368df616&vjs=3
60,Data Scientist (Jr. to Sr. Level),Piper Companies,"San Francisco, CA 94107 (South Of Market area)",,"Piper Companies is currently looking for Data Scientist for a position based in San Francisco, CA. Please note- there are positions at various levels available*…",https://indeed.com//rc/clk?jk=db3e8001e67b935c&fccid=fc68da685e8aa986&vjs=3
61,"Data Scientist, Capital",Square,"San Francisco, CA 94103 (South Of Market area)",,"As a Data Scientist at Square working on Capital, you will lead projects that derive value from our unique, rich, and rapidly growing data.",https://indeed.com//rc/clk?jk=1076a8e2933b8047&fccid=09abad886b83c501&vjs=3
62,Statistician / Data Manager,University of California San Francisco,"San Francisco, CA",,The purpose of the Statistician / Data Manager position is to (1) analyze data for several ongoing studies evaluating the morbidity and mortality associated…,https://indeed.com//rc/clk?jk=5715e450309a117a&fccid=2a341562d64c7cdb&vjs=3
63,Research Data Scientist,University of California San Francisco,"San Francisco, CA",,The Research Data Scientist will join a collaborative and fast-paced research team at the F.I. Proctor Foundation studying eye diseases in the U.S.,https://indeed.com//rc/clk?jk=e720b932f93ebcbd&fccid=2a341562d64c7cdb&vjs=3
64,Data Scientist,Gap Inc.,"San Francisco, CA",,"Our past is full of iconic moments — but our future is going to spark many more. Our brands — Gap, Banana Republic, Old Navy, Athleta, INTERMIX and Hill City —…",https://indeed.com//rc/clk?jk=eea204260f9651c0&fccid=76644a33987f2488&vjs=3
65,Data Scientist,University of California San Francisco,"San Francisco, CA",,"The Data Scientist uses skills as a seasoned, experienced programming professional with a broad understanding of computational algorithms and systems, including…",https://indeed.com//rc/clk?jk=abb941a6ef2fcff0&fccid=2a341562d64c7cdb&vjs=3
66,Data Scientist (NLP),Ancestry,"San Francisco, CA",,"When you join Ancestry, you join our family tree. Backed by history, science, and technology, we’re creating a new world of connection, innovation, and…",https://indeed.com//rc/clk?jk=4c67f7acb3d8c12f&fccid=8a644f7a25dca5dc&vjs=3
67,Data Scientist,Wish,"San Francisco, CA 94103 (South Of Market area)",,Want to join our NEW centralized data science team working on company level data projects? Data driven decision-making is an integral part of life at Wish.,https://indeed.com//rc/clk?jk=fe2838f305466298&fccid=617690ce838507f3&vjs=3
68,Data Scientist- Wells Fargo,"Netpace, Inc.","San Leandro, CA 94577",,Data Scientist with expertise in: 1. Elastic 2. Configure Nodes 3. Implement solution - optimize 10 node cluster 4. Data bases 5. SQL and Elastic…,https://indeed.com//rc/clk?jk=df3c3efd02743ff4&fccid=ac2f0c348f4dd8a0&vjs=3
69,Data Scientist,Branch International,"San Francisco, CA",,"Branch delivers world-class financial services to the mobile generation. With offices in San Francisco, Lagos, Mexico City, Mumbai and Nairobi, Branch is a for…",https://indeed.com//rc/clk?jk=e9a2a756204da414&fccid=693e4534a328a646&vjs=3
70,"Data Scientist, Engineering",Google,"San Francisco, CA 94105 (Financial District area)",,"By applying to this position your application is automatically submitted to the following locations: Master's degree in a quantitative discipline (e.g.,…",https://indeed.com//rc/clk?jk=ae416685deba77b5&fccid=a5b4499d9e91a5c6&vjs=3
71,Machine Learning Data Scientist/Engineer,"Ironclad, Inc.","San Francisco, CA",,"Ironclad is the leading digital contracting platform for legal teams. By streamlining contract workflows, from creation and approvals to compliance and insights…",https://indeed.com//rc/clk?jk=67442329d53b2469&fccid=93d7b1a61e6d6bd9&vjs=3
72,Data Scientist,Wish,"San Francisco, CA 94103 (South Of Market area)",,Want to join our NEW centralized data science team working on company level data projects? Data driven decision-making is an integral part of life at Wish.,https://indeed.com//rc/clk?jk=fe2838f305466298&fccid=617690ce838507f3&vjs=3
73,FY20 Intern Conversion: Data Scientist,Walmart eCommerce,"San Bruno, CA 94066",,A Data Scientist is responsible for analyzing large data sets to develop custom models and algorithms to drive business solutions.,https://indeed.com//rc/clk?jk=69c642ee74345682&fccid=8c49e99f20f89e48&vjs=3
74,Data Scientist,Bolt,"San Francisco, CA",,Ecommerce infrastructure on the internet is fragmented and broken. Bolt is a world-class buying experience available for all online businesses.,https://indeed.com//rc/clk?jk=891c5ae5d3a7f7d3&fccid=2472edbe03e34796&vjs=3
75,Data Scientist- Wells Fargo,"Netpace, Inc.","San Leandro, CA 94577",,Data Scientist with expertise in: 1. Elastic 2. Configure Nodes 3. Implement solution - optimize 10 node cluster 4. Data bases 5. SQL and Elastic…,https://indeed.com//rc/clk?jk=df3c3efd02743ff4&fccid=ac2f0c348f4dd8a0&vjs=3
76,Data Scientist,BICP,"San Francisco, CA",,"As a Data Scientist at BICP your role is to analyze, visualize, and model data. You’ll build and implement machine learning models to make more efficient and…",https://indeed.com//rc/clk?jk=ca7a4fb07e713068&fccid=8dd47da186a25eaf&vjs=3
77,Data Scientist,States Title Holding,"San Francisco, CA",,Create the model that transforms how real estate deals close. Want to infuse a $20B sector of the insurance and real estate industry with predictive analytics…,https://indeed.com//rc/clk?jk=22217864173bbc39&fccid=eb8b901996a2cc8a&vjs=3
78,Data Scientist,Clarivate Analytics,"San Francisco, CA 94111 (Financial District area)",,Clarivate Analytics clients are the trailblazers and risk takers who come up with life-changing ideas. We're looking for our own trailblazers to help us keep…,https://indeed.com//rc/clk?jk=e6324bb08b77cd4e&fccid=39cdc80b98113925&vjs=3
79,Intern: Data Scientist (Summer 2020),The Climate Corporation,"San Francisco, CA",,The Climate Corporation is looking for a data scientist to join our team focused on creating predictive agronomic models. Innovate in all we do.,https://indeed.com//rc/clk?jk=6d0db87b2e51b701&fccid=5527fa86119a4ea6&vjs=3
80,Data Scientist,"Amazon.com Services, Inc.","Austin, TX",,"BS and Masters degrees in computer science, engineering, or related technical/scientific field.1+ years of professional experience in a business environment.",https://indeed.com//rc/clk?jk=386f5f27c7e11d6a&fccid=fe2d21eef233e94a&vjs=3
81,Data Scientist,Oracle,"Austin, TX",,"No Visa Sponsorship is available for this position.Data analytics, statistical analysis, database management.CSI is global with members in Austin, TX;",https://indeed.com//rc/clk?jk=b5934a6d9cf1255f&fccid=cd22d01053af7669&vjs=3
82,iVE Labs Data Scientist - Undergrad Intern,Intel,"Austin, TX 78746",,Responsibilities may be quite diverse of a nonexempt technical nature.Experience and education requirements will vary significantly depending on the unique…,https://indeed.com//rc/clk?jk=585edd99723efcb1&fccid=f1374be6a45f4b8a&vjs=3
83,Data Science Interns,SailPoint,"Austin, TX",,"SailPoint is seeking Data Science Interns to join our team of, data scientists, engineers, and designers to deliver the next generation of Machine-Learning…",https://indeed.com//rc/clk?jk=024990bfb73d87a8&fccid=4ecbaefe0044b519&vjs=3
84,Data Science Interns,SailPoint Technologies Holdings,"Austin, TX",,"SailPoint is seeking Data Science Interns to join our team of, data scientists, engineers, and designers to deliver the next generation of Machine-Learning…",https://indeed.com//rc/clk?jk=e95371e3bbcbd52a&fccid=4ecbaefe0044b519&vjs=3
85,Data Scientist (Austin),Zilliant,"Austin, TX 78701 (Downtown area)",,The primary role of a Data Scientist is to effectively configure the scientific models which support Zilliant’s Price Optimization and Sales Growth solutions.,https://indeed.com//rc/clk?jk=bc091bc0b878df4f&fccid=a4ef73f14c8cec6f&vjs=3
86,"Senior Data Scientist - Round Rock, TX",Dell,"Round Rock, TX 78682",,"Dell is a collective of customer-obsessed, industry-leading visionaries.We believe that technology is essential for driving human progress, and the technology…",https://indeed.com//rc/clk?jk=64f40ee7d41cb179&fccid=dd09fe3b43125016&vjs=3
87,Data Scientist,Zensar Technologies,"Austin, TX",,Zensar is a leading digital solutions and technology.Services company that specializes in partnering with global organizations.Ability to work in a team.,https://indeed.com//rc/clk?jk=98545ca0ce17b6ab&fccid=e223a70f4b467dcd&vjs=3
88,Data Scientist,"Signature Science, LLC","Austin, TX 78759 (Arboretum area)",,"The successful candidate will support projects related to public safety, defense and national security The data scientist will work collaboratively with teams…",https://indeed.com//rc/clk?jk=3b88311528f578b0&fccid=4810863341d86f72&vjs=3
89,Data Scientist,"Builder Homesite, Inc.","Austin, TX 78750",,We are seeking a Data Scientist to join our team.The ideal candidate will be curious to delve into the details.What You Will Be Responsible For.,https://indeed.com//rc/clk?jk=9497235f791fef9e&fccid=a1519d4a9c1c39ed&vjs=3
90,Senior Data Scientist,BlackLocus,"Austin, TX 78701 (Downtown area)",,"BlackLocus is an innovation lab operating within The Home Depot, the top home improvement retailer in the world. Strong communication and interpersonal skills.",https://indeed.com//rc/clk?jk=f455ebf45d6b6496&fccid=bdde12dfc2534798&vjs=3
91,Data Scientist,"Amazon.com Services, Inc.","Austin, TX",,"BS and Masters degrees in computer science, engineering, or related technical/scientific field. 1+ years of professional experience in a business environment.",https://indeed.com//rc/clk?jk=386f5f27c7e11d6a&fccid=fe2d21eef233e94a&vjs=3
92,Data Scientist,"Signature Science, LLC","Austin, TX 78759 (Arboretum area)",,"The successful candidate will support projects related to public safety, defense and national security The data scientist will work collaboratively with teams…",https://indeed.com//rc/clk?jk=3b88311528f578b0&fccid=4810863341d86f72&vjs=3
93,Data Science Consultant,Dell,"Round Rock, TX 78682",,Dell provides the technology that transforms the way we all work and live. But we are more than a technology company — we are a people company.,https://indeed.com//rc/clk?jk=35e27eb0f135da97&fccid=dd09fe3b43125016&vjs=3
94,Machine Learning Intern (BS/MS),Electronic Arts,"Austin, TX 78758 (North Austin area)",,"Join us on the journey to build our cross-platform, cross-game player network that encompasses EA Digital Platform (EADP) services including identity, commerce,…",https://indeed.com//rc/clk?jk=fb57d12b2247c36a&fccid=617d7f961cfcf54a&vjs=3
95,Data Scientist (Austin),Zilliant,"Austin, TX 78701 (Downtown area)",,The primary role of a Data Scientist is to effectively configure the scientific models which support Zilliant’s Price Optimization and Sales Growth solutions.,https://indeed.com//rc/clk?jk=bc091bc0b878df4f&fccid=a4ef73f14c8cec6f&vjs=3
96,"Cloud Consulting Senior Data Scientist / - Data Scientist Consulting Technical Director / Austin, TX - Consulting Technical Director",Oracle,"Austin, TX",,"Cloud Consulting Senior Data Scientist / - Data Scientist Consulting Technical Director / Austin, TX - Consulting Technical Director-19001AIG.",https://indeed.com//rc/clk?jk=28c22458a00855f7&fccid=cd22d01053af7669&vjs=3
97,Senior Data Scientist - BlackLocus,The Home Depot,"Austin, TX",,Data Scientist will lead a team to develop the analytical infrastructure and computational capabilities that drive decision making and maximize the…,https://indeed.com//rc/clk?jk=2e5759337959fd9d&fccid=82e58e9861d48566&vjs=3
98,WIC Statistician,Health & Human Services Comm,"Austin, TX 78728",,Perform highly advanced (senior-level) statistical analysis work for the Vendor Management & Operations Unit within the Special Supplemental Nutrition Program…,https://indeed.com//rc/clk?jk=707ce4227fdcfa44&fccid=113517153f849886&vjs=3
99,"Sr Manager, Data Science - Round Rock, TX",Dell,"Round Rock, TX 78682",,Dell provides the technology that transforms the way we all work and live. But we are more than a technology company — we are a people company.,https://indeed.com//rc/clk?jk=6af2e2f33de46bfc&fccid=dd09fe3b43125016&vjs=3
100,Data Scientist,"Press Ganey Associates, Inc.","Chicago, IL 60606 (Loop area)",,"Press Ganey pioneered the health care performance improvement movement more than 30 years ago.Today, Press Ganey offers an integrated suite of solutions that…",https://indeed.com//rc/clk?jk=c2cff1abb03d862c&fccid=381fad78e933959b&vjs=3
101,Data Scientist,Starcom,"Chicago, IL 60601 (Loop area)",,"The Data Scientist will contribute to developing, producing and managing the delivery of automated analyses in support of strategic analytic plans.",https://indeed.com//rc/clk?jk=4a91bd50c8f6a10e&fccid=360b1f39dea9725f&vjs=3
102,Data Scientist,Centro,"Chicago, IL 60654 (Loop area)",,"We are looking for amazing people diverse in thought, perspective, and culture to join our team.We check our egos at the door, roll up our sleeves, work hard,…",https://indeed.com//rc/clk?jk=9700e19ae04792a7&fccid=79bb07c74c0ae378&vjs=3
